SCHL,WAGP,FOD1P,OCCP,AGEP
22,1800,3600,710,73
21,0,6107,,78
21,53000,6107,3255,31
22,45000,2400,1460,34
6,,,,9
2,,,,5
1,,,,3
19,45000,,2440,40
19,63000,,5900,49
5,,,,9
1,,,,5
1,,,,4
,,,,0
16,0,,,86
16,0,,,84
21,0,5004,710,51
16,22000,,5000,24
15,14000,,8965,27
13,22000,,6320,48
19,0,,,34
16,52000,,8140,26
16,27400,,4800,28
,,,,2
22,50000,2414,1460,26
19,70000,,3850,37
21,31000,3401,2300,31
21,0,2304,940,78
20,78000,,3255,49
19,0,,6440,49
21,33000,5098,3300,24
11,0,,,15
16,0,,,83
21,44000,3401,310,42
19,9200,,3630,26
2,,,,3
,,,,0
19,0,,,44
11,,,,14
16,0,,,73
21,8500,3301,840,48
14,0,,,76
21,63000,5200,2010,47
21,40000,5200,5840,26
20,4000,,5620,24
17,7000,,3930,59
14,60000,,6440,33
21,90000,6203,430,65
16,100,,4600,38
16,7000,,4600,40
11,,,,13
9,,,,12
19,2500,,4120,57
18,21000,,2300,55
24,150000,4801,2200,60
23,212000,3601,1760,59
16,0,,,78
23,114000,2408,430,49
18,5400,,3955,22
16,5400,,3955,20
13,0,,,15
8,,,,12
21,76000,2312,3300,59
5,,,,8
19,14300,,4130,31
10,,,,14
6,,,,9
16,0,,,64
16,30000,,4220,35
20,52000,,9620,31
17,1000,,4020,19
19,0,,5120,29
13,0,,,29
8,,,,11
5,,,,8
5,,,,8
14,0,,4700,63
21,4000,2304,5310,63
23,5000,6201,800,69
19,0,,1965,69
19,50000,,3320,27
22,20000,3600,3300,51
13,0,,,17
16,0,,,79
12,0,,6260,28
15,0,,4400,48
16,42000,,9130,49
16,850,,4720,48
12,0,,,15
16,10000,,6200,23
16,12300,,5020,20
22,138000,6203,4710,41
21,83000,6203,230,43
3,,,,6
2,,,,3
22,221000,5501,710,57
19,24700,,4700,56
23,415000,5501,2100,42
22,120000,5506,350,42
7,,,,10
6,,,,8
21,0,2304,4600,28
19,120000,,1020,28
21,0,6206,,28
1,,,,3
,,,,0
21,43000,2304,2310,26
19,3000,,2340,30
17,53000,,5165,26
23,48000,5502,3060,34
23,128000,3301,3060,34
,,,,1
21,70000,3301,50,36
22,120000,2413,10,40
5,,,,8
,,,,0
22,55000,2414,430,26
18,68000,,220,57
13,0,,,18
,,,,0
23,0,5505,,94
22,60000,5501,430,37
24,140000,5501,1800,46
4,,,,8
1,,,,4
20,19200,,5160,56
13,8700,,4720,43
16,0,,,23
16,3000,,4720,19
22,156000,2602,430,57
22,134000,6203,1030,60
16,44000,,530,42
17,43000,,7330,41
18,3500,,940,50
19,4500,,5820,38
7,,,,11
19,600,,2630,59
16,0,,430,63
19,23000,,5520,37
21,60000,6212,1010,34
13,10000,,9620,36
22,0,2304,8740,42
22,52000,2304,740,43
9,,,,14
19,80000,,1010,32
21,300,1902,1030,36
,,,,1
16,10900,,4760,74
16,0,,,74
16,16000,,6200,52
21,29000,3401,5000,52
22,150000,2400,430,56
20,14000,,940,57
18,16700,,20,31
12,8100,,4230,41
14,0,,9920,19
12,0,,,17
10,,,,13
1,16000,,4250,37
12,12000,,9620,37
12,0,,,58
22,35000,5200,5400,50
21,42000,5506,5940,52
22,0,2310,,34
23,40000,6105,3060,48
2,,,,5
,,,,2
23,71000,5200,2100,55
21,110000,2503,20,43
22,100000,2405,3540,40
5,,,,7
22,0,2304,5240,60
22,0,2304,2310,64
21,28000,3301,4650,25
21,100000,5003,1020,28
20,68000,,1310,44
22,107000,2304,2310,43
11,,,,13
9,,,,11
7,,,,9
19,33000,,4210,28
21,80000,6203,3740,54
20,58000,,3255,38
13,0,,,16
24,0,5505,,66
22,0,5404,,66
22,42000,6402,60,61
22,150000,6200,10,70
21,18800,3301,4760,31
9,33000,,6250,39
9,18000,,4010,27
5,,,,9
3,,,,7
1,,,,4
,,,,1
21,38000,5507,5700,48
16,30000,,7800,51
16,0,,,89
21,13000,2408,4840,46
20,0,,,37
16,0,,6420,61
17,0,,4720,49
22,41000,6402,2310,29
20,21000,,6730,33
19,100000,,9510,46
16,50000,,430,47
21,0,5098,,90
8,12300,,4230,64
14,35000,,5900,44
14,8700,,6220,55
13,0,,,52
15,0,,,27
9,0,,,61
13,0,,,16
6,,,,9
,,,,1
22,0,5299,,54
16,55000,,7130,52
19,49200,,1220,40
19,45400,,1540,39
1,,,,6
1,,,,5
24,0,6402,,70
22,0,6107,,68
24,67000,5200,2200,45
19,11000,,9820,21
21,12000,2304,2160,66
16,0,,,80
19,55000,,2010,63
19,0,,6230,63
19,20000,,520,20
17,15500,,3600,62
21,75000,5301,3850,34
21,0,2306,,33
1,,,,6
1,,,,4
,,,,2
,,,,0
22,37700,2406,1420,77
22,50000,2300,2010,61
16,0,,,94
20,94000,,9000,54
16,0,,,45
13,0,,,16
22,97000,5200,230,51
16,29700,,3600,34
5,,,,9
1,,,,5
16,25000,,5620,40
16,75000,,7200,41
21,10000,5003,5400,35
16,30000,,5700,61
19,10000,,4760,64
22,26700,6402,4700,32
20,15000,,4520,27
8,,,,11
3,,,,7
2,,,,5
21,24400,2100,2310,27
23,34300,2106,1020,26
21,4200,2599,430,23
16,18000,,4720,61
8,6000,,4220,56
16,0,,,77
21,8500,2405,4110,29
20,0,,,25
1,,,,4
,,,,2
,,,,2
1,0,,,67
18,63000,,5120,54
19,82000,,6200,64
11,,,,14
19,70000,,800,26
19,18000,,4000,20
21,80000,6203,800,54
12,0,,9600,26
15,0,,,76
22,0,2400,5400,68
21,82000,6200,850,67
16,0,,,85
16,43000,,8255,51
21,12500,6201,5860,61
16,25000,,5400,58
22,4500,2307,2000,62
19,110000,,710,49
20,0,,4040,23
19,0,,5820,20
16,25000,,4700,47
21,50000,1101,4210,50
16,10000,,5240,20
16,33000,,3730,70
16,0,,4500,54
11,0,,,53
16,0,,4510,37
14,0,,,16
16,0,,,63
22,0,3700,710,65
21,36700,6200,2540,58
16,200,,4220,17
12,6200,,5120,20
18,5900,,5250,50
19,26000,,3320,67
16,65000,,6260,33
16,2000,,2860,18
23,140000,5003,220,45
22,31000,3600,2310,44
14,0,,4600,17
12,0,,,15
18,78000,,7330,23
16,55000,,10,56
19,33000,,3255,40
16,32000,,5610,45
16,0,,,72
23,150000,6199,3060,36
5,,,,8
22,87000,2414,1006,61
19,25600,,5700,60
19,1900,,5400,21
18,9600,,5860,18
21,135000,2102,1020,42
19,6600,,4020,45
16,7600,,4120,18
22,100000,2407,1020,41
22,130000,3702,1006,40
,,,,2
20,0,,,71
16,0,,,69
22,0,2304,,66
16,0,,,63
21,0,6203,710,63
21,0,6402,,58
16,0,,6200,49
16,1600,,4230,17
19,70000,,9810,38
22,54000,5299,3910,30
21,95000,5098,5700,62
16,0,,,80
19,71000,,430,47
16,0,,205,42
16,15400,,7750,18
10,,,,13
6,,,,10
13,0,,,69
22,68000,2400,2200,51
21,0,2307,2310,52
14,5000,,8320,20
21,0,2304,,89
21,0,2304,,94
19,2000,,3645,25
19,2000,,2540,20
19,5800,,4720,22
22,0,5404,2310,73
14,50000,,600,25
23,7000,4901,9120,62
13,30000,,5860,61
18,10400,,5620,51
18,75000,,3740,39
22,68000,3401,950,45
11,,,,14
8,,,,11
22,60000,4901,2040,55
19,3000,,2320,54
11,0,,,75
14,4400,,2300,77
22,7500,6206,5120,43
21,97000,2414,1006,42
8,,,,11
22,46000,5200,2310,29
21,91000,2406,150,32
20,0,,5810,30
7,,,,10
16,45000,,4850,36
18,13600,,5240,36
7,,,,10
2,,,,5
16,0,,,41
21,0,2304,,78
19,0,,,80
13,0,,,68
16,0,,,48
11,0,,,86
21,63000,6201,800,30
22,50000,2400,1530,24
21,60000,5507,2000,48
16,33000,,120,44
16,0,,,52
21,90000,5003,1720,55
21,19000,6201,800,38
21,0,2102,,42
6,,,,9
2,,,,5
20,0,,,68
21,12000,2102,2310,48
21,113000,2408,1530,48
13,0,,9920,16
11,,,,14
21,48000,2406,220,54
5,20000,,4020,46
16,0,,3640,24
16,10000,,6260,22
2,,,,5
1,,,,3
,,,,0
15,3400,,6220,26
23,240000,1501,10,58
21,70000,5200,4920,55
13,0,,,15
16,0,,,68
16,53000,,5000,65
19,0,,5860,47
19,45000,,630,48
5,,,,9
22,130000,2307,2320,61
21,93000,2408,20,46
21,0,6109,,38
10,,,,13
7,,,,10
5,,,,8
22,0,3608,4620,41
19,50000,,630,29
,,,,2
21,80000,2414,1460,28
21,0,2602,230,28
,,,,0
16,0,,,78
19,130000,,540,56
21,65000,6107,3255,52
21,35000,4101,4920,23
17,4500,,5620,17
21,82000,5003,1720,53
18,132000,,136,53
14,2000,,630,17
24,135000,3600,1600,49
22,40000,1301,2710,49
14,0,,,16
11,,,,13
6,,,,9
18,0,,,66
21,2600,6402,2200,22
21,5000,6402,2400,23
18,25000,,4010,52
21,30000,2406,3255,54
18,54000,,4750,46
16,1500,,4760,19
21,17600,5501,4030,29
20,48000,,3255,33
22,20000,3600,1007,58
24,120000,3600,800,52
21,10000,5507,3955,24
18,0,,,62
24,43000,2405,1650,35
24,65000,2102,1650,37
3,,,,6
1,,,,4
21,415000,1401,10,49
22,60000,6102,3230,49
19,4000,,7260,19
11,,,,14
18,59000,,800,61
16,3000,,10,69
13,0,,,67
22,0,3301,,76
10,9200,,4230,64
23,415000,2400,3060,37
22,60000,5501,1220,35
2,,,,5
2,,,,3
,,,,0
20,107000,,1530,52
21,41800,2304,2310,43
16,8700,,5400,68
17,20000,,1107,39
2,,,,5
16,22800,,2540,43
21,73000,5506,3255,47
16,123000,,7010,38
7,,,,10
2,,,,5
1,0,,,67
19,1900,,4600,18
13,44000,,9620,49
17,62000,,6660,46
16,0,,4720,21
,,,,1
,,,,0
21,18000,6206,2160,30
18,30000,,6260,31
,,,,1
20,7000,,5240,30
20,1800,,4120,30
,,,,2
22,83000,3600,2000,47
21,0,6107,2860,52
22,55000,6002,5030,58
22,0,3301,4760,50
22,415000,3700,710,49
16,36000,,3930,48
20,36000,,9620,36
11,0,,,16
9,,,,12
21,75000,1902,430,54
23,127000,5506,2100,61
16,0,,,69
21,44000,5506,4810,39
16,0,,,62
21,40000,5506,3255,44
18,48000,,7210,44
7,,,,11
6,,,,9
16,0,,,81
16,0,,4220,56
22,0,2300,,74
16,0,,,76
21,415000,2408,1200,45
22,0,2601,2010,45
16,4000,,2720,18
13,0,,4600,16
10,,,,13
8,,,,11
16,5000,,4110,52
16,23600,,4050,43
6,,,,10
18,1000,,4760,18
13,0,,,16
1,22300,,3930,45
1,0,,3600,48
22,0,2300,,80
24,0,3301,,70
22,0,2311,,75
21,72000,2314,4850,47
21,65000,2314,2310,45
16,3000,,4050,18
10,,,,13
16,42000,,6230,40
17,15000,,4050,35
5,,,,8
10,,,,13
18,30000,,5620,42
19,0,,4230,41
,,,,0
,,,,0
21,185000,3301,10,46
21,65000,6000,4700,41
,,,,1
21,95000,2306,1006,61
20,28000,,3310,59
19,0,,4220,55
21,0,2102,,55
16,0,,,83
19,38000,,3540,28
19,41000,,7720,29
4,,,,8
16,0,,,87
16,0,,5800,61
16,60000,,5560,59
10,0,,,71
16,38000,,5700,45
15,0,,7120,47
12,0,,,15
17,43000,,410,52
22,120000,5507,2010,66
21,20000,6000,4760,32
18,21200,,8740,67
16,0,,,75
19,41100,,2750,24
18,53000,,2750,28
,,,,1
21,44000,6200,2145,62
20,71000,,2000,64
17,40000,,7420,37
16,12000,,4110,50
16,0,,6100,47
20,0,,4710,39
21,110000,6201,800,48
9,,,,12
7,,,,10
22,156000,6201,800,40
21,184000,6203,4840,40
5,,,,8
1,,,,4
20,3000,,2540,19
11,10200,,4530,78
14,0,,,73
19,24000,,9600,31
20,85000,,6200,55
16,16000,,4760,26
1,,,,4
,,,,2
,,,,0
21,83000,6109,3160,54
16,0,,,49
14,0,,,17
19,15000,,3630,31
19,50000,,4700,32
3,,,,7
1,,,,5
,,,,2
16,22000,,5700,30
12,20000,,6230,28
2,,,,4
,,,,1
18,100000,,7750,45
18,5000,,2340,49
13,0,,,15
21,415000,2418,20,61
21,0,2300,2340,40
9,,,,13
6,,,,9
16,0,,,47
19,57000,,3850,23
16,66000,,4700,27
14,10900,,4250,25
24,0,2399,,90
16,0,,,81
19,26400,,3720,48
11,0,,,15
16,0,,,54
16,79000,,20,48
20,76000,,9830,49
19,0,,,70
16,0,,,67
22,102000,2400,3710,47
22,15000,2300,2310,44
20,12200,,5620,22
21,70000,6203,2200,51
13,0,,9920,16
16,6000,,2340,34
15,0,,,69
15,0,,,26
19,15000,,5860,26
20,32000,,5860,60
22,50000,2304,2310,32
19,9500,,6440,31
20,0,,3255,68
21,1000,6108,2340,58
19,55000,,5400,47
16,0,,850,71
16,0,,4920,70
21,50000,3600,3300,58
21,50000,6201,650,42
17,0,,,68
22,0,3700,,65
21,90000,2502,1106,31
20,54000,,5700,33
21,112000,6203,150,40
21,110000,2100,1006,33
21,0,2602,4850,32
,,,,0
23,120000,3301,2100,63
19,0,,,66
21,93000,6203,110,49
17,67000,,7210,53
9,,,,12
6,,,,9
19,250,,2720,20
21,23900,3301,2300,51
21,81000,3604,430,55
20,11500,,9620,22
16,7000,,5620,18
16,600,,4720,32
3,,,,7
22,30000,2313,2310,60
23,240000,5200,3010,59
22,50000,3600,650,62
21,50000,5404,650,57
11,0,,,94
19,17000,,3930,34
8,,,,11
4,,,,7
1,,,,4
15,3200,,4760,27
6,,,,9
1,,,,4
,,,,2
14,0,,4220,20
22,81000,3301,350,46
22,4000,5506,2010,44
11,,,,14
9,,,,12
6,,,,10
1,,,,4
22,55000,5501,1840,32
23,65000,5003,3060,31
19,32000,,9130,57
19,32000,,5700,47
19,15000,,4110,22
16,8000,,4600,40
1,0,,4600,19
,,,,1
16,55000,,7330,49
20,9000,,3600,51
21,50000,6209,630,44
21,95000,2102,1010,44
21,95000,6200,710,44
2,,,,4
24,0,3607,4920,46
7,,,,9
24,100000,2310,2200,62
22,107000,2102,1007,55
1,0,,,77
16,0,,,94
21,0,2405,,79
19,50000,,7200,36
22,25000,5203,3245,33
4,,,,6
1,,,,4
18,65000,,4840,47
18,51000,,430,46
24,130000,3602,1760,60
21,79000,6006,150,60
16,9000,,4760,19
20,0,,9620,48
21,46500,6209,2016,24
21,61000,2408,110,25
18,0,,,77
20,0,,5820,56
21,130000,6200,1020,45
16,25000,,5860,45
14,1000,,4760,17
22,61000,2414,1300,43
21,0,6212,1010,38
7,,,,9
3,,,,6
23,0,3601,3060,42
23,415000,3600,3060,45
2,,,,5
2,,,,3
24,40300,3301,2040,46
22,38300,1902,2310,44
3,,,,7
1,,,,4
24,0,2405,,70
16,0,,,69
24,64000,5502,2200,40
22,48000,5200,3110,35
2,,,,4
21,4500,5503,9120,53
16,0,,,35
16,50000,,6220,40
16,11400,,4030,21
13,0,,,17
11,,,,14
10,,,,11
,,,,2
16,0,,,57
19,75000,,310,51
19,0,,230,52
12,26800,,4720,33
11,,,,14
9,,,,12
1,,,,4
14,0,,,68
16,6000,,10,63
19,76000,,565,45
12,9000,,4230,34
18,29100,,6260,28
11,,,,14
8,,,,10
4,,,,7
1,,,,4
16,0,,7540,46
20,69000,,3500,49
13,0,,7700,16
16,0,,4250,20
16,39000,,5000,46
16,24000,,3600,43
16,29100,,5000,43
10,,,,14
9,,,,11
4,,,,7
16,16000,,4640,54
16,20400,,7855,24
12,,,,13
22,126000,5200,230,44
5,,,,8
16,1700,,4110,18
19,60000,,5700,42
1,0,,,55
21,0,6000,4600,32
19,50000,,7315,34
3,,,,7
1,,,,3
,,,,2
19,0,,,18
16,75000,,4760,72
16,0,,,75
16,25000,,5400,59
19,21500,,820,78
10,0,,6050,74
15,0,,,49
19,0,,,48
21,3400,5200,4760,48
16,0,,,64
14,46800,,9600,60
16,5400,,140,40
16,28000,,5700,49
16,0,,,84
18,880,,9140,30
14,40000,,7200,58
1,0,,8965,50
19,43000,,5000,30
18,30000,,5940,27
11,,,,14
7,,,,10
1,,,,3
19,40000,,5120,35
21,38000,6203,2340,66
21,0,6203,,64
18,65000,,630,35
6,,,,9
9,0,,,86
23,70000,6402,3060,29
15,0,,,76
16,0,,,74
18,62000,,7200,38
19,27000,,8620,30
19,30000,,5400,38
2,,,,3
21,62000,2406,220,24
22,26700,6107,3258,36
22,185000,6107,350,36
5,,,,7
2,,,,5
19,46000,,7010,36
21,69000,6110,3540,26
21,0,3301,2300,55
21,56000,6104,3310,63
21,28000,6203,6260,69
14,0,,,84
22,0,5504,,71
22,13200,2602,2440,65
16,0,,4510,29
19,45000,,9120,34
12,2200,,4110,16
21,76000,6107,3255,57
21,32000,2405,3255,29
22,2700,3700,2540,28
16,55000,,6200,50
11,0,,,64
11,0,,,72
21,175000,6100,430,36
23,110000,3301,2100,34
21,95000,2300,4840,52
21,0,2310,4920,52
14,780,,3955,18
12,38000,,6420,36
9,0,,4220,34
4,,,,7
1,,,,4
10,,,,13
19,5500,,2630,26
17,500,,410,33
,,,,1
16,17000,,6320,23
19,21000,,9120,47
9,10000,,6440,43
19,0,,5400,19
14,0,,4720,17
,,,,1
12,27800,,5240,57
19,39000,,5520,50
19,59000,,5700,56
21,37500,6206,2145,24
19,0,,,51
22,415000,2404,3820,52
11,,,,13
13,0,,,63
11,18000,,6320,67
15,0,,,40
6,,,,9
21,108000,5007,1220,33
22,59000,2309,2310,35
19,68000,,430,41
13,500,,4720,16
5,,,,9
19,10000,,4600,20
21,165000,2102,110,46
21,65000,6107,3255,45
12,0,,,15
5,,,,8
22,0,2304,,66
23,415000,3700,2100,57
23,0,6106,3060,51
13,0,,,15
11,,,,14
3,,,,7
16,0,,,79
16,0,,,63
22,130000,2405,735,52
17,0,,,73
19,0,,4600,67
22,30000,6000,2630,49
23,0,3700,3120,55
22,154000,2306,430,58
20,15000,,4150,56
19,56000,,2016,42
10,,,,12
18,0,,4220,41
16,0,,3630,65
13,11500,,6210,44
18,50000,,3400,22
18,18000,,4510,22
22,0,5007,,76
21,0,6000,,73
16,0,,,89
22,95000,6200,4850,59
22,60000,2306,2320,56
21,10000,6000,50,22
21,215000,5501,160,35
21,55000,2300,800,33
4,,,,7
2,,,,5
18,0,,,18
16,12000,,3600,54
16,60000,,9620,62
22,0,6207,5230,58
21,205000,5501,910,57
21,87000,6201,800,50
16,0,,,54
16,12400,,4620,22
11,,,,14
13,0,,,32
12,0,,,90
19,90000,,20,55
20,0,,,62
19,18000,,4110,20
19,0,,4110,25
16,0,,4030,24
22,56000,2304,2310,36
20,50000,,7340,46
21,0,2602,,84
22,0,3501,,84
5,10000,,6260,28
1,10000,,6260,40
1,18000,,6260,32
11,15000,,6260,55
21,55000,5098,5860,41
19,60000,,9130,44
2,,,,5
2,,,,3
21,32000,3700,230,70
21,55000,3702,1020,43
21,53000,3603,800,39
2,,,,5
,,,,2
16,0,,,66
21,0,1902,2830,76
20,0,,,79
22,117000,6005,430,62
16,50000,,5700,65
19,2000,,710,20
14,0,,,83
18,0,,,82
24,0,3700,,72
19,0,,,68
16,30000,,6230,65
13,0,,,60
21,57000,6004,2630,40
19,0,,5220,49
18,60000,,710,47
18,35000,,5820,39
20,76000,,20,48
22,90000,2414,1410,49
8,,,,10
21,153000,6203,4840,50
21,39000,6206,5700,50
8,,,,11
22,2000,3301,2040,84
22,0,6402,,84
16,68000,,7700,39
21,64000,6203,310,38
20,2500,,4110,33
9,,,,12
5,,,,7
2,,,,4
16,0,,,87
16,0,,,80
16,0,,,89
16,58000,,5110,53
16,40000,,3930,34
19,60000,,20,35
16,7000,,4520,31
4,,,,8
,,,,1
16,0,,,68
15,0,,,74
15,43000,,410,46
15,39000,,9620,42
18,0,,,59
16,0,,,83
22,0,3609,2310,37
23,150000,3608,3060,39
1,,,,4
,,,,1
21,35000,2102,4760,37
21,62000,6005,4850,29
18,75000,,3150,50
19,48400,,2630,62
21,30000,6203,4720,45
21,90000,6206,630,37
22,58000,2306,2310,32
,,,,2
,,,,0
19,30000,,7315,35
10,27000,,4130,34
4,,,,7
16,50000,,5000,48
16,0,,,43
16,0,,,23
14,0,,,17
,,,,1
24,94000,6209,2200,60
24,53000,3600,230,63
18,16800,,4250,33
16,0,,4020,32
9,,,,12
6,,,,9
24,147000,3600,1760,53
21,20100,6108,3050,52
20,4000,,4760,22
20,0,,4720,20
10,,,,14
13,24900,,4230,63
14,15400,,4220,62
21,0,2405,,86
22,0,2300,2340,65
16,0,,,79
21,79000,5502,2830,48
16,48000,,4000,48
9,,,,13
21,0,2309,,88
12,0,,3600,35
12,0,,9920,19
11,,,,14
16,68000,,710,64
16,47000,,4700,52
22,415000,3600,430,54
23,140000,1902,2100,51
16,0,,,20
14,1400,,725,17
24,30000,2314,2100,64
22,65000,6002,2430,65
20,0,,5330,66
22,11000,6201,2200,67
22,150000,1102,5000,72
16,0,,,62
16,52000,,5700,50
16,12000,,9600,46
13,0,,,41
8,,,,11
19,600,,9130,41
21,0,2300,,77
19,30000,,3600,25
1,,,,5
,,,,2
13,0,,,88
21,0,6201,5000,64
16,2500,,4760,25
23,42000,5200,2145,27
24,12000,2300,2105,27
21,37000,3301,800,29
20,39200,,2160,61
22,100000,2309,2310,61
16,0,,,82
21,0,2501,,77
14,13000,,5600,78
19,72000,,5310,44
16,0,,220,50
21,38000,2102,4600,40
19,13000,,5850,25
16,0,,,71
17,0,,,46
16,0,,6230,48
14,0,,,76
14,7200,,4220,48
16,0,,9920,27
18,0,,3930,46
22,0,5003,,41
21,0,5003,220,46
7,,,,10
5,,,,8
18,0,,,60
12,36400,,4220,44
16,12000,,5700,24
16,17000,,4750,26
14,12000,,3930,42
16,38000,,9130,33
18,9000,,4230,60
16,20000,,4520,34
14,0,,,16
10,,,,13
8,,,,12
9,17900,,4220,38
11,,,,14
6,,,,9
22,0,2400,,66
21,0,6107,3255,66
16,0,,,94
18,59000,,630,59
19,73000,,3955,63
13,95000,,6200,40
1,,,,3
22,55000,5200,3245,40
21,30000,3401,4700,48
4,,,,7
2,,,,3
16,30000,,6050,50
16,23000,,4230,51
18,92000,,5400,38
4,,,,7
14,0,,,32
8,,,,11
3,,,,7
19,13100,,4510,30
22,0,6402,,86
21,0,2901,,83
22,72000,2304,2310,43
20,74000,,4950,47
9,,,,11
22,34300,3603,1650,28
16,30000,,4110,40
19,7500,,4700,23
18,415000,,7700,60
21,50000,5098,5260,58
16,24000,,4230,46
16,48000,,800,66
17,0,,4220,40
16,16700,,4220,22
19,2500,,4760,21
,,,,2
,,,,1
,,,,1
16,11000,,7700,58
16,5500,,4040,56
15,0,,4020,34
13,0,,,17
12,0,,,15
9,,,,13
3,,,,7
,,,,1
,,,,0
16,12000,,5900,70
18,52000,,3930,46
20,83000,,1030,28
5,,,,7
5,,,,6
16,55000,,9130,44
16,0,,,42
16,0,,,17
23,113000,2602,2100,56
21,0,3301,2850,61
12,0,,,81
16,0,,4230,56
21,41000,6203,4700,60
21,27000,2300,4600,54
17,37000,,3600,26
19,5000,,4720,25
22,0,2102,,27
14,4500,,9310,29
21,60000,6402,2310,40
20,150000,,430,45
22,0,2304,,83
7,0,,,83
17,0,,,58
21,70000,5098,5810,56
19,15000,,4720,38
21,70000,6211,310,41
1,,,,4
,,,,1
19,76000,,1550,49
21,76000,6203,800,48
8,,,,11
19,0,,4700,60
16,0,,4700,58
21,46500,6004,1107,31
21,64000,5506,800,30
21,0,5003,,94
15,0,,4230,56
14,200,,5400,22
14,25000,,6440,22
21,130000,2502,1020,39
22,0,5007,4720,38
3,,,,7
1,,,,4
18,0,,,65
16,0,,,64
16,0,,4220,68
13,32500,,4220,55
22,165000,6201,430,63
21,30000,2001,8965,27
22,90000,2304,2000,48
22,40000,3600,3255,40
1,20000,,4510,42
,,,,0
21,0,2300,,72
19,67000,,8965,50
17,47000,,5820,41
17,20000,,7200,21
16,35000,,5120,57
20,70000,,9130,55
20,14000,,4600,64
22,80000,6102,3150,39
,,,,0
19,71000,,410,58
22,35000,5501,120,61
16,1100,,4620,19
16,0,,2750,53
22,0,2300,,69
22,50000,3603,1600,27
16,90000,,5140,54
16,85000,,9130,49
21,64000,5200,1020,29
20,25000,,2630,60
15,50000,,4250,64
16,5900,,4510,35
8,,,,11
21,10000,2310,2200,24
16,0,,,42
11,60000,,9130,42
11,12000,,5860,46
3,,,,6
22,139000,6209,1006,37
22,0,2313,,37
4,,,,7
,,,,1
16,0,,9130,69
21,0,2304,9130,69
1,0,,,71
1,95000,,7700,63
21,12000,6200,137,35
,,,,2
1,0,,4720,28
20,7000,,2630,68
19,0,,,67
16,0,,9920,42
21,144000,2304,820,60
20,70000,,3255,48
14,0,,,18
12,0,,,16
16,0,,,78
17,0,,,54
9,42700,,9130,42
8,19200,,3640,32
4,,,,7
1,,,,3
6,4000,,8800,41
8,25100,,3730,42
8,15000,,5620,30
19,71000,,6440,54
19,84000,,910,48
19,50000,,5810,55
21,94000,2414,1460,35
21,55000,6004,2630,35
2,,,,4
,,,,1
21,55000,2300,5550,61
20,60000,,3255,52
19,100000,,50,55
16,35000,,6355,26
21,27900,6299,2825,22
14,0,,,85
21,60000,6201,800,27
21,5000,5504,4040,27
19,0,,5120,52
23,0,5200,2100,73
16,59000,,3600,62
5,30000,,3930,58
5,0,,,62
20,11000,,4760,57
19,50000,,630,32
19,21300,,5940,52
12,0,,,15
4,,,,7
22,98000,5404,5240,49
21,50000,6203,1530,22
18,0,,4760,64
18,67000,,135,52
19,107000,,110,48
21,87000,6004,2630,51
21,155000,2406,430,57
8,,,,11
22,97000,5200,4710,53
20,70000,,3255,40
22,22000,5504,3655,40
20,70000,,4760,54
19,45000,,5120,51
16,22000,,5240,52
16,33000,,9620,61
21,7000,3600,3600,22
14,0,,,17
21,38000,6109,2310,28
,,,,2
16,0,,4120,61
21,52000,5301,3850,35
22,106000,5301,5000,43
20,0,,,43
10,,,,13
8,,,,12
16,0,,,62
16,12000,,2300,67
12,0,,6320,21
17,0,,,24
16,11400,,4230,54
16,50000,,5550,31
16,0,,4700,31
7,,,,9
3,,,,4
21,42300,5301,3850,23
16,42000,,5000,44
4,,,,7
2,,,,5
19,80000,,530,47
19,70000,,530,50
14,7700,,4720,17
12,0,,,15
7,,,,10
17,0,,9620,56
21,125000,2417,1530,33
21,23000,1901,1530,26
13,14000,,4610,59
18,152000,,3850,42
18,20200,,5120,38
12,,,,14
3,,,,6
16,0,,,77
21,0,5003,,81
19,0,,,80
19,0,,,63
21,122000,6203,1220,47
21,800,5200,3620,22
24,104000,5507,2200,65
22,108000,5506,310,69
19,60000,,4760,31
21,29000,6100,4110,25
21,46000,1901,4110,41
21,65000,2309,230,50
22,72000,6203,230,49
11,0,,,15
9,,,,12
20,94000,,800,57
17,34900,,5700,53
21,36300,3302,5000,29
3,,,,5
22,0,2300,2320,67
21,0,5501,,71
19,0,,,65
20,3700,,4760,33
2,,,,3
21,18000,5507,735,38
22,48000,5404,2010,38
9,,,,12
6,,,,9
4,,,,7
16,55000,,5820,58
15,0,,4130,32
16,0,,4120,60
18,1100,,3255,67
18,71000,,6200,62
16,0,,,62
16,0,,,82
16,0,,,73
12,0,,,78
21,80000,2312,4720,54
18,0,,,48
19,10000,,4110,20
13,0,,,15
23,138000,6203,3120,62
23,0,2414,2100,72
22,4000,5501,5120,70
18,21800,,3600,50
16,0,,9920,18
21,10000,3600,740,44
20,35000,,5940,45
14,0,,,17
16,31000,,630,46
18,15000,,5310,67
18,0,,,67
9,42000,,6330,40
8,,,,11
6,,,,10
1,,,,5
11,0,,4600,34
16,24000,,6420,41
16,35000,,9130,35
21,0,1903,2630,48
23,100000,5501,2100,49
12,0,,,16
13,2000,,5620,17
10,,,,13
16,9000,,4030,48
13,38800,,9130,58
13,270,,4720,16
16,50000,,6200,31
19,0,,,34
4,,,,8
1,,,,3
,,,,1
